Item Code;Item Description;Part No.;Part Description;Model;Unit Of Measurement;Spare Part Type;Location;Specify;Part Category;Is Expiry date Required;Min Nos;Max Nos; Minimum Price Per Nos (RM) ; Maximum Price Per Nos (RM) ;Brand;Status;Expiry Age (In Month);Current Stock Level
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-0803-0103-001;Control PCB Assembly;900mr066;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 1.267,00 ; MYR 1.457,05 ;;Active;0;0
BP0018;Motors/ Micromotors/ Carbon brushes;01-0901-0306-001;Fan Motor;Ti-100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 1.800,00 ; MYR 2.070,00 ;;Active;0;0
BP0025;Sensors/ Detectors;01-1601-0201-003;NOVAMETRIX SPO2 PROBE FINGER ADULT;90385;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;11; MYR 950,00 ; MYR 1.092,50 ;;Active;0;0
BP0011;Equipment Specific Parts;01-1907-0101-001;Suction Jar Shatterproof Plastic;Suc 84100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 1.350,00 ; MYR 1.552,50 ;;Active;0;0
BP0011;Equipment Specific Parts;01-1907-0102-006;CLEMENT Sp BLUE Inlet Nipple;82620;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;30; MYR 35,00 ; MYR 40,25 ;;Active;0;3
BP0028;Transducers/ Probes;01-1601-0201-041;Bd'S Pressure Tranducer P23Xl-1;90385;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 3.750,00 ; MYR 4.312,50 ;;Active;0;0
BP0028;Transducers/ Probes;01-1601-0201-033;ARGON (BD) Pressure Transducer P23xl;90385;Unit;Just In Time;Centralized;;Biomedical;No;0;7; MYR 1.500,00 ; MYR 1.725,00 ;;Active;0;1
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-1907-0101-002;ESHMAN SPARE LID FOR RECEIVED JAR;Suc 84100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 480,00 ; MYR 552,00 ;;Active;0;0
BP0025;Sensors/ Detectors;01-0901-0101-001;DYNAL Skin Temp Probe;V850;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 300,00 ; MYR 345,00 ;ATOM;Active;0;0
BP0025;Sensors/ Detectors;01-1601-1301-006;PHILIPS SPO2 FINGER SENSOR CHILE M1193A;V24;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 650,00 ; MYR 747,50 ;AGILENT;Active;0;2
BP0004;Cables/ Lead Wires (or any part of it);01-1601-1301-003;8-12 Pin Spo2 Sensor Adaptor Cable;V24;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 250,00 ; MYR 287,50 ;AGILENT;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-1301-004;3-Lead Ecg Patient Trunk Cable Aam;V24;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 390,00 ; MYR 448,50 ;AGILENT;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-1301-005;PHILIPS 3 LEAD ECG MINI CLIP M1608;V24;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;3; MYR 208,00 ; MYR 239,20 ;AGILENT;Active;0;1
BP0006;Cuffs;01-2002-0101-001;Cuff Cylindrical 18 Ats;Ats 1500/2000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 460,00 ; MYR 529,00 ;Zimmer;Active;0;2
BP0006;Cuffs;01-2002-0101-006;Cuff Cylindrical 30 Ats;Ats 1500/2000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 460,00 ; MYR 529,00 ;Zimmer;Active;0;3
BP0023;PPM/ Service/Maintenance/ Repair Kits;01-2202-0302-015;Maintenance Kit 3000H;Sv300;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;7; MYR 1.163,00 ; MYR 1.337,45 ;SIEMENS;Active;0;0
BP0023;PPM/ Service/Maintenance/ Repair Kits;01-2202-0303-007;Maintenance Kit 5000H;Sv300;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;7; MYR 990,00 ; MYR 1.138,50 ;SIEMENS;Active;0;0
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-2202-0302-019;Air Module;Sv300;Unit;Just In Time;Centralized;;Biomedical;No;0;2; MYR 10.500,00 ; MYR 12.075,00 ;SIEMENS;Active;0;0
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-2202-0401-007;CONNECTOR SPRILOG SENSOR;Evita;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 104,38 ; MYR 120,04 ;Draeger;Active;0;13
BP0006;Cuffs;01-0203-0102-001;Adult Cuff;9300xl;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 79,00 ; MYR 90,85 ;CRITIKON;Active;0;0
BP0006;Cuffs;01-0203-0103-001;Small Adult Cuff;1846sx/Bp8800;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 166,90 ; MYR 191,94 ;CRITIKON;Active;0;0
BP0006;Cuffs;01-0203-0103-002;Child Cuff;1846sx;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 54,00 ; MYR 62,10 ;CRITIKON;Active;0;3
BP0019;O-Rings/ Belts/ Seals/ Gaskets/ Washers;01-2202-0801-007;O-Ring;Ref-Vent 100-V;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 11,00 ; MYR 12,65 ;Ulco;Active;0;2
BP0019;O-Rings/ Belts/ Seals/ Gaskets/ Washers;01-0101-0101-013;Seal/Bodok;Elite 615;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;210; MYR 8,00 ; MYR 9,20 ;Ulco;Active;0;2
BP0011;Equipment Specific Parts;01-0101-0101-036;MK4 STAINLESS STELL MEDICAL AIR;Elite 615;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;40; MYR 65,00 ; MYR 74,75 ;Ulco;Active;0;23
BP0011;Equipment Specific Parts;01-0104-0101-005;Silencer;Ev500;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 2,40 ; MYR 2,76 ;Ulco;Active;0;0
BP0011;Equipment Specific Parts;01-0101-0101-032;1/2 Clip;Elite 615;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;50; MYR 1,10 ; MYR 1,27 ;Ulco;Active;0;0
BP0011;Equipment Specific Parts;01-0101-0101-033;9/16 Clip;Elite 615;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;50; MYR 1,30 ; MYR 1,50 ;Ulco;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-0203-0301-007;COLIN BP 8800 Front Case;Bp8800;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;2; MYR 733,00 ; MYR 842,95 ;Colin;Active;0;1
BP0011;Equipment Specific Parts;01-0203-0302-005;COLIN Luer Lock Fitting;Bp8000;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;32; MYR 59,70 ; MYR 68,66 ;Colin;Active;0;14
BP0006;Cuffs;01-1903-0101-003;Cuff Complete Adult;Accoson;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;200; MYR 12,50 ; MYR 14,38 ;ACCOSON;Active;0;0
BP0006;Cuffs;01-1903-0101-005;Cuff Complete Pead ACCOSON;Accoson;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 10,00 ; MYR 11,50 ;ACCOSON;Active;0;3
BP0006;Cuffs;01-1903-0101-019;Bp Cuff Bandage Adult Acoson;Accoson;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 10,00 ; MYR 11,50 ;ACCOSON;Active;0;0
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-1909-0305-001;E Module;Perfusor Compact S;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 950,00 ; MYR 1.092,50 ;B.BRAUN;Active;0;0
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-0903-0105-001;N MODULE (220-240V) B BRAUN 34506683;Perfusor Compact;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 400,00 ; MYR 460,00 ;B.BRAUN;Active;0;2
BP0015;Keyboards/ Keypads/ Remotes;01-0903-0104-006;Foil Keyboard BBRAUN;Infusomat Fm;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 200,00 ; MYR 230,00 ;B.BRAUN;Active;0;1
BP0001;Batteries/ UPS;01-0901-0105-001;RECHARGEABLE BATTERY ATOM 12V;V-850/80;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 475,00 ; MYR 546,25 ;Atom;Active;0;0
BP0003;Bulbs/ Lamps;01-1602-0101-002;MEDELA LAMP BODY MADELA;Medela;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 1.495,00 ; MYR 1.719,25 ;MEDELA;Active;0;3
BP0003;Bulbs/ Lamps;01-1602-0101-004;MEDELA Lamp Grid MADELA;38;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 685,00 ; MYR 787,75 ;MEDELA;Active;0;6
BP0003;Bulbs/ Lamps;01-1602-0201-002;PHOTHOTHERAPY LAMP PHOTOTHERAPY TL20/52;Atom/Philips;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;200; MYR 21,00 ; MYR 24,15 ;ATOM/philips;Active;0;54
BP0003;Bulbs/ Lamps;01-1602-0201-003;PHOTOTHERAPY LAMP TLD 30/03;Atom/Philips;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 26,00 ; MYR 29,90 ;ATOM/philips;Active;0;250
BP0003;Bulbs/ Lamps;01-1602-0201-007;PHOTOTHERAPY LAMP 40/03;Atom/Philips;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;10;200; MYR 31,00 ; MYR 35,65 ;ATOM/philips;Active;0;25
BP0025;Sensors/ Detectors;01-1603-0401-008;Po Finger Clip Sensor;3740;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;15; MYR 323,00 ; MYR 371,45 ;OHMEDA;Active;0;0
BP0025;Sensors/ Detectors;01-1603-0401-009;Po Ohmeda Flex 11 Sensor;3740;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 300,00 ; MYR 345,00 ;OHMEDA;Active;0;0
BP0025;Sensors/ Detectors;01-1603-0401-010;Ear Clip Sensor;3740;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 150,00 ; MYR 172,50 ;OHMEDA;Active;0;0
BP0007;Diaphragms/ Pumps;01-0903-0105-002;A MODULE B Braun Pump;Perfusor Compact;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 712,00 ; MYR 818,80 ;B.BRAUN;Active;0;1
BP0001;Batteries/ UPS;01-1601-0701-004;Battery;Sc6000;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 400,00 ; MYR 460,00 ;SIEMENS;Active;0;0
BP0011;Equipment Specific Parts;01-0903-0201-009;TOP 3300 HANDLE MAIN UNIT (T6335602(2));Top 3100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 76,00 ; MYR 87,40 ;TOP;Active;0;0
BP0011;Equipment Specific Parts;01-1909-0101-004;TOP 5100 Power Regulator KWS10-15;Top 5100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;26; MYR 250,00 ; MYR 287,50 ;TOP;Active;0;7
BP0011;Equipment Specific Parts;01-1909-0104-002;TOP 5300 Base WITH HANDLE T6535604;Top 5300;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 277,00 ; MYR 318,55 ;TOP;Active;0;1
BP0011;Equipment Specific Parts;01-1910-0101-003;Slider Subass;Top 5300;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;15; MYR 441,00 ; MYR 507,15 ;TOP;Active;0;0
BP0011;Equipment Specific Parts;01-1909-0201-004;TOP 5300 Clamp Unit T653-044;Stc523;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;20; MYR 190,00 ; MYR 218,50 ;TERUMO;Active;0;1
BP0011;Equipment Specific Parts;01-1909-0204-006;Boot Unit;Te-311;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 122,00 ; MYR 140,30 ;TERUMO;Active;0;0
BP0011;Equipment Specific Parts;01-1909-0204-007;Dial Unit;Te-311;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;60; MYR 110,00 ; MYR 126,50 ;TERUMO;Active;0;14
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-1909-0201-016;Slider Cover Unit;Stc523;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 410,00 ; MYR 471,50 ;TERUMO;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-1909-0204-015;Sypu Lower Case;Te-311;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 252,00 ; MYR 289,80 ;TERUMO;Active;0;0
BP0011;Equipment Specific Parts;01-1909-0302-001;Universal Clamp Complete;871504/1;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 372,00 ; MYR 427,80 ;B.BRAUN;Active;0;1
BP0011;Equipment Specific Parts;01-1909-0305-002;Drive Unit Complete;Perfusor Compact S;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 1.330,00 ; MYR 1.529,50 ;B.BRAUN;Active;0;0
BP0022;Power Supply Unit (PCB or Module)/ Transfomer;01-1909-0304-005;Sypu A Module(Battery R/Able Power Pack & Board);Perfusor Compact;Unit;Just In Time;Centralized;;Biomedical;No;1;2; MYR 1.500,00 ; MYR 1.725,00 ;B.BRAUN;Active;0;0
BP0001;Batteries/ UPS;01-1909-0701-001;Rechargeable Battery;404;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;2; MYR 80,00 ; MYR 92,00 ;Akas;Active;0;0
BP0003;Bulbs/ Lamps;01-2009-0101-001;Bulb FML2TEX-N (For Eye Treadment Chair);Md600u;Unit;Just In Time;Centralized;;Biomedical;No;0;5; MYR 75,00 ; MYR 86,25 ;OPTION;Active;0;0
BP0023;PPM/ Service/Maintenance/ Repair Kits;01-2202-1301-004;PPM KIT 10K FOR 10.4 GUI;Npb 840;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 900,00 ; MYR 1.035,00 ;NELLCOR;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-0401-0101-002;PHYSIO CONTROL LP9B 3 lead Trunk Cable;Lp9b;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 150,00 ; MYR 172,50 ;PHYSIO CONTROL;Active;0;10
BP0011;Equipment Specific Parts;01-0401-0101-009;Recorder Assy;Lp9b;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 3.100,00 ; MYR 3.565,00 ;PHYSIO CONTROL;Active;0;0
BP0011;Equipment Specific Parts;01-0401-0101-003;PHYSIO CONTROL LP9B Printer Roller Assy 21330-000656;Lp9b;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 490,00 ; MYR 563,50 ;PHYSIO CONTROL;Active;0;2
BP0003;Bulbs/ Lamps;01-0306-0203-007;BULB HITACHI HALOGEN LAMP 12V 20W P/N:705-0840;H-747;Unit;Just In Time;Centralized;;Biomedical;No;0;5; MYR 80,00 ; MYR 92,00 ;HITACHI;Active;0;3
BP0001;Batteries/ UPS;01-0203-1201-001;BATTERY OMRON 4.8V 1.6 AH;Hem-907;Unit;Just In Time;Centralized;;Biomedical;No;0;30; MYR 120,00 ; MYR 138,00 ;Omron;Active;0;18
BP0003;Bulbs/ Lamps;01-2205-0301-001;Xenon Lamp 300;400 (Vip);Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 3.000,00 ; MYR 3.450,00 ;Fujinon;Active;0;0
BP0003;Bulbs/ Lamps;01-1505-0301-001;OL BULB HALOGEN 24V 150W W/O REFLECTOR;Rx 600;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;50; MYR 26,00 ; MYR 29,90 ;Eschman;Active;0;21
BP0003;Bulbs/ Lamps;01-1301-0701-001;Bulb Halogen 12V 100W Reflector;S4/Opmics;Unit;Just In Time;Centralized;;Biomedical;No;0;20; MYR 12,00 ; MYR 13,80 ;CARL ZEISS;Active;0;0
BP0003;Bulbs/ Lamps;01-1301-0701-003;Mic Bulb Halogen 12V 100W Reflector;S4/Opmics;Unit;Just In Time;Centralized;;Biomedical;No;0;20; MYR 18,00 ; MYR 20,70 ;CARL ZEISS;Active;0;0
BP0003;Bulbs/ Lamps;01-1301-0702-001;Mic Lamp Regulation Board;Opmi 6 On S3;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 350,00 ; MYR 402,50 ;CARL ZEISS;Active;0;0
BP0003;Bulbs/ Lamps;01-1305-0201-001;Halogen Bulb 6V 30W(Carl Zies);Opm1;Unit;Just In Time;Centralized;;Biomedical;No;0;8; MYR 105,00 ; MYR 120,75 ;CARL ZEISS;Active;0;2
BP0011;Equipment Specific Parts;01-1301-0104-002;OLYMPUS CH-120V,30WSB;Bx40,50,Ch40,Ch30;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;7; MYR 65,00 ; MYR 74,75 ;OLYMPUS;Active;0;4
BP0001;Batteries/ UPS;01-0401-0101-001;Battery for physio control Defibrillator LP9B;Lp9b;Unit;Just In Time;Centralized;;Biomedical;No;0;12; MYR 450,00 ; MYR 517,50 ;PHYSIO CONTROL;Active;0;0
BP0001;Batteries/ UPS;01-0401-0104-002;Life Pack Nicd Battery;Lp12;Unit;Just In Time;Centralized;;Biomedical;No;0;4; MYR 450,00 ; MYR 517,50 ;PHYSIO CONTROL;Active;0;0
BP0001;Batteries/ UPS;01-0401-0104-003;Rechargeable Battery;Lp12;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 1.100,00 ; MYR 1.265,00 ;PHYSIO CONTROL;Active;0;0
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-0401-0101-010;Main Pcb Assembly;Lp9b;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 5.500,00 ; MYR 6.325,00 ;PHYSIO CONTROL;Active;0;0
BP0001;Batteries/ UPS;01-0401-0502-002;Rechargeable Battery 12V 4.5Ah;Codemaster;Unit;Just In Time;Centralized;;Biomedical;No;0;2; MYR 300,00 ; MYR 345,00 ;HEWLETT PACKARD;Active;0;0
BP0001;Batteries/ UPS;01-0109-0401-001;Battery Ups;;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 145,00 ; MYR 166,75 ;UNICOM;Active;0;0
BP0007;Diaphragms/ Pumps;01-2203-0101-012;Diaphragm (Silicon);Iv100b;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;30; MYR 50,00 ; MYR 57,50 ;SECHRIST;Active;0;24
BP0015;Keyboards/ Keypads/ Remotes;01-0503-0302-003;Keyboard Panel;106;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 450,00 ; MYR 517,50 ;SUZUKEN;Active;0;0
BP0011;Equipment Specific Parts;01-0503-0302-007;Thermal Head;106;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 800,00 ; MYR 920,00 ;SUZUKEN;Active;0;0
BP0011;Equipment Specific Parts;01-0503-0302-009;Printer Roller Spool;106;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 35,00 ; MYR 40,25 ;SUZUKEN;Active;0;0
BP0011;Equipment Specific Parts;01-0901-0101-005;Pb,Inverter;V850;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 16,00 ; MYR 18,40 ;ATOM;Active;0;0
BP0003;Bulbs/ Lamps;01-1202-0301-001;BULB HEINE X.04.88.104 6V BINOCULAR;Oculight Gl;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 255,00 ; MYR 293,25 ;Iris Medical;Active;0;2
BP0011;Equipment Specific Parts;01-0803-0101-002;Infant Humidifier Chamber;Mr600/601/602;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 860,00 ; MYR 989,00 ;Fisher & Paykel;Active;0;0
BP0011;Equipment Specific Parts;01-0803-0102-021;FISHER & PAYKEL ELECTRICAL ADAPTOR 900MR558;900mr558;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;21; MYR 360,00 ; MYR 414,00 ;Fisher & Paykel;Active;0;3
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0803-0102-002;FISHER&PAYKEL Hose Heater Wire 900MR751;Mr700/730;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 378,00 ; MYR 434,70 ;Fisher & Paykel;Active;0;8
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0803-0102-005;FISHER & PAYKEL HOSE HEATER WIRE ASSY 900MR510;Mr700/730;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 230,00 ; MYR 264,50 ;Fisher & Paykel;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-0502-0201-029;VALLEYLAB Cable Bipolar Active;Sse 2l;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;6; MYR 450,00 ; MYR 517,50 ;VALLEYLAB;Active;0;3
BP0004;Cables/ Lead Wires (or any part of it);01-0502-0201-030;Cable Bipolar Forceps;Sse 2l;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 499,00 ; MYR 573,85 ;VALLEYLAB;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-0502-0201-039;VALLEYLAB ESU HANDSEITCHING-SETCH PENCIL E2100;Sse 2l;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;2; MYR 310,00 ; MYR 356,50 ;VALLEYLAB;Active;0;2
BP0025;Sensors/ Detectors;01-1603-0501-002;Finger Probe Spo2 Sensor;Poet TE Plus;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;4; MYR 580,00 ; MYR 667,00 ;CRITICARE;Active;0;0
BP0001;Batteries/ UPS;01-1601-1501-003;Nicked Rechargeable Battery 16Vdc 2.5Ah;Sc404;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 140,00 ; MYR 161,00 ;Propaq;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-1602-0601-003;Holder Bulb Assy;Biliblanket;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;12; MYR 260,00 ; MYR 299,00 ;OHMEDA;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0401-011;Oxylead Interconnect Cable;3740;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 45,50 ; MYR 52,33 ;OHMEDA;Active;0;0
BP0025;Sensors/ Detectors;01-1603-0801-001;Spo2 Finger Sensor;S100e;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 204,50 ; MYR 235,18 ;SIMED;Active;0;0
BP0025;Sensors/ Detectors;01-1601-0402-007;Spo2 Probe,Neonate,Stater Kit;Accutor Plus;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;4; MYR 1.346,00 ; MYR 1.547,90 ;Datascope;Active;0;0
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-1601-0405-001;Hose Connect, Trio;Trio;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 480,00 ; MYR 552,00 ;Datascope;Active;0;0
BP0006;Cuffs;01-1601-0403-005;Cuff Infant;Passport 2lt Ired;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;50; MYR 15,00 ; MYR 17,25 ;Datascope;Active;0;25
BP0011;Equipment Specific Parts;01-0503-0102-006;NIHON KOHDEN Paper Shaft AAA-20473 (20013);6851k;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;4; MYR 50,00 ; MYR 57,50 ;Nihon Kohden;Active;0;3
BP0011;Equipment Specific Parts;01-0503-0102-016;NIHON KOHDEN 6851K Strap 38cm;6851k;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;11; MYR 3,60 ; MYR 4,14 ;Nihon Kohden;Active;0;10
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-0601-0201-003;Cover For Battery;HS-100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 175,00 ; MYR 201,25 ;HUNTLEIGH;Active;0;1
BP0025;Sensors/ Detectors;01-1603-0603-002;NOVAMETRIX SPO2 FINGER SENSOR Y;515c;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;23; MYR 620,00 ; MYR 713,00 ;NOVAMETRIX;Active;0;3
BP0025;Sensors/ Detectors;01-1603-0603-003;Spo2 Finger Sensor, 8744;515c;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 10,00 ; MYR 11,50 ;NOVAMETRIX;Active;0;0
BP0025;Sensors/ Detectors;01-1603-0601-002;Reusable Oxysnap Finger Sensor;Cosmo 7100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 1.520,30 ; MYR 1.748,35 ;NOVAMETRIX;Active;0;0
BP0025;Sensors/ Detectors;01-1601-0101-001;Spo2 Adult Finger Tranducer;78834;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 350,00 ; MYR 402,50 ;Hewlett Packard;Active;0;3
BP0025;Sensors/ Detectors;01-1601-0105-002;Pead Spo 2 Sensor;Virdia Series 50a;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;2; MYR 450,00 ; MYR 517,50 ;Hewlett Packard;Active;0;0
BP0025;Sensors/ Detectors;01-1601-0106-001;SPO2 Finger Sensor Adult;M2601a;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 900,00 ; MYR 1.035,00 ;Hewlett Packard;Active;0;0
BP0001;Batteries/ UPS;01-1609-0301-001;Rechargeable Battery 12V 1.2Ah;6201;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 80,00 ; MYR 92,00 ;BAXTER;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-1909-0101-002;Upper Casing,Clamp&Sheet;5100;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 671,00 ; MYR 771,65 ;TOP;Active;0;0
BP0022;Power Supply Unit (PCB or Module)/ Transfomer;01-1909-0101-003;Power Supply Regulator;5100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 250,00 ; MYR 287,50 ;TOP;Active;0;0
BP0002;Blankets/ Mattresses;01-1810-0101-002;RIPPLE MATTRESS INDIVIDUAL CELL;Alphabed;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;30; MYR 560,00 ; MYR 644,00 ;HUNTLEIGH;Active;0;0
BP0007;Diaphragms/ Pumps;01-1803-0101-003;Diapharm;Alphabed;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;100; MYR 205,00 ; MYR 235,75 ;HUNTLEIGH;Active;0;14
